id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
H380,hyrox,Gyms & Community,2,HYROX affiliate gyms explained: what the badge means,hyrox-affiliate-gyms-explained-what-the-badge-means,hyrox affiliated gym,,,Informational,longtail-unevidenced,Directory-adjacent; explains the ecosystem honestly (no affiliation claimed),guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,ai-generate,"functional gym interior with sled track taped, wide","photo + title band, brand dark/chartreuse, 1200x630",HYROX affiliate gyms explained: what the badge means | Suth Performance,Directory-adjacent. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H381,hyrox,Gyms & Community,2,"Training for HYROX at PureGym, The Gym Group and budget gyms",training-for-hyrox-at-puregym-the-gym-group-and-budget-gyms,hyrox budget gym,,,Informational,longtail-unevidenced,The reality for most UK athletes; substitution matrix; huge practical value,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,ai-generate,"budget gym floor with improvised setup, honest","photo + title band, brand dark/chartreuse, 1200x630","Training for HYROX at PureGym, The Gym Group and budget gyms | Suth Performance",The reality for most UK athletes. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H382,hyrox,Gyms & Community,2,How to choose a HYROX coach: 8 questions to ask,how-to-choose-a-hyrox-coach-8-questions-to-ask,hyrox coach,,,Informational,longtail-unevidenced,Coach-selection framework; our credentials answer it; coaching CTA,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,own-photo,ben/ben-coaching-placeholder.jpg,"photo + title band, brand dark/chartreuse, 1200x630",How to choose a HYROX coach: 8 questions to ask | Suth Performance,Coach-selection framework. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H383,hyrox,Gyms & Community,3,Do you need a HYROX coach? An honest assessment,do-you-need-a-hyrox-coach-an-honest-assessment,do i need a hyrox coach,,,Informational,longtail-unevidenced,Objection-handler; honest 'no' cases build trust,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,own-photo,v2/adapt-coaching.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Do you need a HYROX coach? An honest assessment | Suth Performance,Objection-handler. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H384,hyrox,Gyms & Community,3,Finding training partners for HYROX,finding-training-partners-for-hyrox,hyrox training partner,,,Informational,longtail-unevidenced,Community-building content; doubles crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,own-photo,track/pair-close-frontal-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Finding training partners for HYROX | Suth Performance,Community-building content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H385,hyrox,Gyms & Community,3,HYROX gyms in the UK: what the map actually looks like,hyrox-gyms-in-the-uk-what-the-map-actually-looks-like,hyrox gyms uk,,,Informational,longtail-unevidenced,Directory-adjacent editorial; supports location pages,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,data-graphic,UK equipped-gym density map,"headline stat rendered as branded card, 1200x630",HYROX gyms in the UK: what the map actually looks like | Suth Performance,Directory-adjacent editorial. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H386,hyrox,Gyms & Community,4,"The HYROX community: clubs, groups and where to find your people",hyrox-community-clubs-groups-and-where-to-find-your-people,hyrox community,,,Informational,longtail-unevidenced,Culture content; goodwill and links; low competition,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,ai-generate,"post-race group photo energy, arms around shoulders","photo + title band, brand dark/chartreuse, 1200x630","The HYROX community: clubs, groups and where to find your people | Suth Performance",Culture content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H387,hyrox,Gyms & Community,4,HYROX on social: the accounts worth following,hyrox-on-social-the-accounts-worth-following,hyrox youtube,170,30,Navigational,semrush,KD30 navigational catch; curation content; entity-building,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,ai-generate,"phone showing training feed, gym bench setting","photo + title band, brand dark/chartreuse, 1200x630",HYROX on social: the accounts worth following | Suth Performance,KD30 navigational catch. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H388,hyrox,Programming,3,Periodisation for HYROX: structuring a full season,periodisation-for-hyrox-structuring-a-full-season,hyrox periodisation,,,Informational,longtail-unevidenced,advanced programming; coaching-tier CTA,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,annual periodisation plan,"headline stat rendered as branded card, 1200x630",Periodisation for HYROX: structuring a full season | Suth Performance,advanced programming. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H389,hyrox,Programming,3,How to programme your own HYROX training,how-to-programme-your-own-hyrox-training,how to program hyrox training,,,Informational,longtail-unevidenced,transparency content; sells coaching by showing the craft,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"coach's notebook with session structure, desk","photo + title band, brand dark/chartreuse, 1200x630",How to programme your own HYROX training | Suth Performance,transparency content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H390,hyrox,Programming,3,Training volume for HYROX: how much is enough?,training-volume-for-hyrox-how-much-is-enough,hyrox training volume,,,Informational,longtail-unevidenced,volume-landmarks; overtraining honesty,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,weekly volume by experience level,"headline stat rendered as branded card, 1200x630",Training volume for HYROX: how much is enough? | Suth Performance,volume-landmarks. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H391,hyrox,Programming,3,Intensity distribution: the 80/20 rule applied to HYROX,intensity-distribution-the-8020-rule-applied-to-hyrox,80 20 training,,,Informational,longtail-unevidenced,polarised-training evidence applied to hybrid,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,intensity distribution pie,"headline stat rendered as branded card, 1200x630",Intensity distribution: the 80/20 rule applied to HYROX | Suth Performance,polarised-training evidence applied to hybrid. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H392,hyrox,Programming,3,Testing days: benchmark sessions to track real progress,testing-days-benchmark-sessions-to-track-real-progress,hyrox benchmark workout,,,Informational,longtail-unevidenced,repeatable test protocols; logging synergy,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,own-photo,v2/metrics-fresh.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Testing days: benchmark sessions to track real progress | Suth Performance,repeatable test protocols. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H393,hyrox,Programming,3,Building a training week around one long session,building-a-training-week-around-one-long-session,long workout weekly,,,Informational,longtail-unevidenced,time-poor programming; weekend-warrior reality,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,week structure around one key session,"headline stat rendered as branded card, 1200x630",Building a training week around one long session | Suth Performance,time-poor programming. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H394,hyrox,Programming,3,When to switch from base building to race prep,when-to-switch-from-base-building-to-race-prep,base training to race prep,,,Informational,longtail-unevidenced,transition-timing decision; periodisation crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,phase transition timing markers,"headline stat rendered as branded card, 1200x630",When to switch from base building to race prep | Suth Performance,transition-timing decision. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H395,hyrox,Programming,3,Overtraining in hybrid athletes: the warning signs,overtraining-in-hybrid-athletes-the-warning-signs,overtraining symptoms,,,Informational,longtail-unevidenced,health-first content; recovery crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"fatigued athlete sitting on bench, honest","photo + title band, brand dark/chartreuse, 1200x630",Overtraining in hybrid athletes: the warning signs | Suth Performance,health-first content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H396,hyrox,Programming,3,Autoregulation: training by feel without going soft,autoregulation-training-by-feel-without-going-soft,autoregulation training,,,Informational,longtail-unevidenced,RPE-based programming education,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,RPE adjustment decision guide,"headline stat rendered as branded card, 1200x630",Autoregulation: training by feel without going soft | Suth Performance,RPE-based programming education. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H397,hyrox,Programming,3,How to fit HYROX training around a marathon block,how-to-fit-hyrox-training-around-a-marathon-block,hyrox and marathon training,,,Informational,longtail-unevidenced,dual-goal programming; runner audience,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,combined block structure,"headline stat rendered as branded card, 1200x630",How to fit HYROX training around a marathon block | Suth Performance,dual-goal programming. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H398,hyrox,Race Execution,3,The first 1km: why everyone goes out too fast,first-1km-why-everyone-goes-out-too-fast,hyrox first km,,,Informational,longtail-unevidenced,existing first-5km post sibling; pacing discipline,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,own-photo,track/pair-frontal-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",The first 1km: why everyone goes out too fast | Suth Performance,existing first-5km post sibling. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H399,hyrox,Race Execution,3,Reading the course map before race day,reading-the-course-map-before-race-day,hyrox course map,,,Informational,longtail-unevidenced,preparation micro-skill; venue-specific advantage,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/guide,data-graphic,annotated course map example,"headline stat rendered as branded card, 1200x630",Reading the course map before race day | Suth Performance,preparation micro-skill. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
